,city,value,table,subject,gender
371,广    东,3964896.0,1-5  各地区分年龄、性别的人口,5-9岁,女
372,广    西,2017273.0,1-5  各地区分年龄、性别的人口,5-9岁,女
373,海    南,325884.0,1-5  各地区分年龄、性别的人口,5-9岁,女
374,重    庆,810398.0,1-5  各地区分年龄、性别的人口,5-9岁,女
375,四    川,2217053.0,1-5  各地区分年龄、性别的人口,5-9岁,女
376,贵    州,1488437.0,1-5  各地区分年龄、性别的人口,5-9岁,女
377,云    南,1484862.0,1-5  各地区分年龄、性别的人口,5-9岁,女
378,西    藏,154815.0,1-5  各地区分年龄、性别的人口,5-9岁,女
379,陕    西,1175209.0,1-5  各地区分年龄、性别的人口,5-9岁,女
380,甘    肃,803261.0,1-5  各地区分年龄、性别的人口,5-9岁,女
381,青    海,210951.0,1-5  各地区分年龄、性别的人口,5-9岁,女
382,宁    夏,237860.0,1-5  各地区分年龄、性别的人口,5-9岁,女
383,新    疆,1237342.0,1-5  各地区分年龄、性别的人口,5-9岁,女
384,全    国,85255994.0,1-5  各地区分年龄、性别的人口,10-14岁,小计
385,北    京,642304.0,1-5  各地区分年龄、性别的人口,10-14岁,小计
386,天    津,594055.0,1-5  各地区分年龄、性别的人口,10-14岁,小计
387,河    北,5307063.0,1-5  各地区分年龄、性别的人口,10-14岁,小计
388,山    西,1975407.0,1-5  各地区分年龄、性别的人口,10-14岁,小计
389,内 蒙 古,1137952.0,1-5  各地区分年龄、性别的人口,10-14岁,小计
390,辽    宁,1640931.0,1-5  各地区分年龄、性别的人口,10-14岁,小计
391,吉    林,1089297.0,1-5  各地区分年龄、性别的人口,10-14岁,小计
392,黑 龙 江,1369983.0,1-5  各地区分年龄、性别的人口,10-14岁,小计
393,上    海,664775.0,1-5  各地区分年龄、性别的人口,10-14岁,小计
394,江    苏,4360565.0,1-5  各地区分年龄、性别的人口,10-14岁,小计
395,浙    江,2705285.0,1-5  各地区分年龄、性别的人口,10-14岁,小计
396,安    徽,3963639.0,1-5  各地区分年龄、性别的人口,10-14岁,小计
397,福    建,2482011.0,1-5  各地区分年龄、性别的人口,10-14岁,小计
398,江    西,3765126.0,1-5  各地区分年龄、性别的人口,10-14岁,小计
399,山    东,6091237.0,1-5  各地区分年龄、性别的人口,10-14岁,小计
400,河    南,8412147.0,1-5  各地区分年龄、性别的人口,10-14岁,小计
401,湖    北,3094529.0,1-5  各地区分年龄、性别的人口,10-14岁,小计
402,湖    南,4619544.0,1-5  各地区分年龄、性别的人口,10-14岁,小计
403,广    东,7194927.0,1-5  各地区分年龄、性别的人口,10-14岁,小计
404,广    西,3922712.0,1-5  各地区分年龄、性别的人口,10-14岁,小计
405,海    南,666701.0,1-5  各地区分年龄、性别的人口,10-14岁,小计
406,重    庆,1877508.0,1-5  各地区分年龄、性别的人口,10-14岁,小计
407,四    川,4803581.0,1-5  各地区分年龄、性别的人口,10-14岁,小计
408,贵    州,3031000.0,1-5  各地区分年龄、性别的人口,10-14岁,小计
409,云    南,3070772.0,1-5  各地区分年龄、性别的人口,10-14岁,小计
410,西    藏,275154.0,1-5  各地区分年龄、性别的人口,10-14岁,小计
411,陕    西,2119451.0,1-5  各地区分年龄、性别的人口,10-14岁,小计
412,甘    肃,1561872.0,1-5  各地区分年龄、性别的人口,10-14岁,小计
413,青    海,406826.0,1-5  各地区分年龄、性别的人口,10-14岁,小计
414,宁    夏,482721.0,1-5  各地区分年龄、性别的人口,10-14岁,小计
415,新    疆,1926919.0,1-5  各地区分年龄、性别的人口,10-14岁,小计
416,全    国,45606790.0,1-5  各地区分年龄、性别的人口,10-14岁,男
417,北    京,335714.0,1-5  各地区分年龄、性别的人口,10-14岁,男
418,天    津,316570.0,1-5  各地区分年龄、性别的人口,10-14岁,男
419,河    北,2826356.0,1-5  各地区分年龄、性别的人口,10-14岁,男
420,山    西,1023296.0,1-5  各地区分年龄、性别的人口,10-14岁,男
421,内 蒙 古,592970.0,1-5  各地区分年龄、性别的人口,10-14岁,男
422,辽    宁,858999.0,1-5  各地区分年龄、性别的人口,10-14岁,男
423,吉    林,567346.0,1-5  各地区分年龄、性别的人口,10-14岁,男
424,黑 龙 江,708824.0,1-5  各地区分年龄、性别的人口,10-14岁,男
425,上    海,348491.0,1-5  各地区分年龄、性别的人口,10-14岁,男
426,江    苏,2360131.0,1-5  各地区分年龄、性别的人口,10-14岁,男
427,浙    江,1446894.0,1-5  各地区分年龄、性别的人口,10-14岁,男
428,安    徽,2161728.0,1-5  各地区分年龄、性别的人口,10-14岁,男
429,福    建,1342664.0,1-5  各地区分年龄、性别的人口,10-14岁,男
430,江    西,2068265.0,1-5  各地区分年龄、性别的人口,10-14岁,男
431,山    东,3322812.0,1-5  各地区分年龄、性别的人口,10-14岁,男
432,河    南,4569462.0,1-5  各地区分年龄、性别的人口,10-14岁,男
433,湖    北,1690411.0,1-5  各地区分年龄、性别的人口,10-14岁,男
434,湖    南,2474466.0,1-5  各地区分年龄、性别的人口,10-14岁,男
435,广    东,3884271.0,1-5  各地区分年龄、性别的人口,10-14岁,男
436,广    西,2097576.0,1-5  各地区分年龄、性别的人口,10-14岁,男
437,海    南,366361.0,1-5  各地区分年龄、性别的人口,10-14岁,男
438,重    庆,984260.0,1-5  各地区分年龄、性别的人口,10-14岁,男
439,四    川,2497084.0,1-5  各地区分年龄、性别的人口,10-14岁,男
440,贵    州,1618227.0,1-5  各地区分年龄、性别的人口,10-14岁,男
441,云    南,1609766.0,1-5  各地区分年龄、性别的人口,10-14岁,男
442,西    藏,140080.0,1-5  各地区分年龄、性别的人口,10-14岁,男
443,陕    西,1121153.0,1-5  各地区分年龄、性别的人口,10-14岁,男
444,甘    肃,819837.0,1-5  各地区分年龄、性别的人口,10-14岁,男
445,青    海,209675.0,1-5  各地区分年龄、性别的人口,10-14岁,男
446,宁    夏,251659.0,1-5  各地区分年龄、性别的人口,10-14岁,男
447,新    疆,991442.0,1-5  各地区分年龄、性别的人口,10-14岁,男
448,全    国,39649204.0,1-5  各地区分年龄、性别的人口,10-14岁,女
449,北    京,306590.0,1-5  各地区分年龄、性别的人口,10-14岁,女
450,天    津,277485.0,1-5  各地区分年龄、性别的人口,10-14岁,女
451,河    北,2480707.0,1-5  各地区分年龄、性别的人口,10-14岁,女
452,山    西,952111.0,1-5  各地区分年龄、性别的人口,10-14岁,女
453,内 蒙 古,544982.0,1-5  各地区分年龄、性别的人口,10-14岁,女
454,辽    宁,781932.0,1-5  各地区分年龄、性别的人口,10-14岁,女
455,吉    林,521951.0,1-5  各地区分年龄、性别的人口,10-14岁,女
456,黑 龙 江,661159.0,1-5  各地区分年龄、性别的人口,10-14岁,女
457,上    海,316284.0,1-5  各地区分年龄、性别的人口,10-14岁,女
458,江    苏,2000434.0,1-5  各地区分年龄、性别的人口,10-14岁,女
459,浙    江,1258391.0,1-5  各地区分年龄、性别的人口,10-14岁,女
460,安    徽,1801911.0,1-5  各地区分年龄、性别的人口,10-14岁,女
461,福    建,1139347.0,1-5  各地区分年龄、性别的人口,10-14岁,女
462,江    西,1696861.0,1-5  各地区分年龄、性别的人口,10-14岁,女
463,山    东,2768425.0,1-5  各地区分年龄、性别的人口,10-14岁,女
464,河    南,3842685.0,1-5  各地区分年龄、性别的人口,10-14岁,女
465,湖    北,1404118.0,1-5  各地区分年龄、性别的人口,10-14岁,女
466,湖    南,2145078.0,1-5  各地区分年龄、性别的人口,10-14岁,女
467,广    东,3310656.0,1-5  各地区分年龄、性别的人口,10-14岁,女
468,广    西,1825136.0,1-5  各地区分年龄、性别的人口,10-14岁,女
469,海    南,300340.0,1-5  各地区分年龄、性别的人口,10-14岁,女
470,重    庆,893248.0,1-5  各地区分年龄、性别的人口,10-14岁,女
471,四    川,2306497.0,1-5  各地区分年龄、性别的人口,10-14岁,女
472,贵    州,1412773.0,1-5  各地区分年龄、性别的人口,10-14岁,女
473,云    南,1461006.0,1-5  各地区分年龄、性别的人口,10-14岁,女
474,西    藏,135074.0,1-5  各地区分年龄、性别的人口,10-14岁,女
475,陕    西,998298.0,1-5  各地区分年龄、性别的人口,10-14岁,女
476,甘    肃,742035.0,1-5  各地区分年龄、性别的人口,10-14岁,女
477,青    海,197151.0,1-5  各地区分年龄、性别的人口,10-14岁,女
478,宁    夏,231062.0,1-5  各地区分年龄、性别的人口,10-14岁,女
479,新    疆,935477.0,1-5  各地区分年龄、性别的人口,10-14岁,女
480,全    国,72684140.0,1-5  各地区分年龄、性别的人口,15-19岁,小计
481,北    京,633557.0,1-5  各地区分年龄、性别的人口,15-19岁,小计
482,天    津,619767.0,1-5  各地区分年龄、性别的人口,15-19岁,小计
483,河    北,4022501.0,1-5  各地区分年龄、性别的人口,15-19岁,小计
484,山    西,1731138.0,1-5  各地区分年龄、性别的人口,15-19岁,小计
485,内 蒙 古,1005267.0,1-5  各地区分年龄、性别的人口,15-19岁,小计
486,辽    宁,1685551.0,1-5  各地区分年龄、性别的人口,15-19岁,小计
487,吉    林,1056911.0,1-5  各地区分年龄、性别的人口,15-19岁,小计
488,黑 龙 江,1388811.0,1-5  各地区分年龄、性别的人口,15-19岁,小计
489,上    海,710184.0,1-5  各地区分年龄、性别的人口,15-19岁,小计
490,江    苏,3547458.0,1-5  各地区分年龄、性别的人口,15-19岁,小计
491,浙    江,2809150.0,1-5  各地区分年龄、性别的人口,15-19岁,小计
492,安    徽,3243833.0,1-5  各地区分年龄、性别的人口,15-19岁,小计
493,福    建,2012096.0,1-5  各地区分年龄、性别的人口,15-19岁,小计
494,江    西,3102178.0,1-5  各地区分年龄、性别的人口,15-19岁,小计
495,山    东,5095239.0,1-5  各地区分年龄、性别的人口,15-19岁,小计
496,河    南,6323734.0,1-5  各地区分年龄、性别的人口,15-19岁,小计
497,湖    北,2568863.0,1-5  各地区分年龄、性别的人口,15-19岁,小计
498,湖    南,3842701.0,1-5  各地区分年龄、性别的人口,15-19岁,小计
499,广    东,6335235.0,1-5  各地区分年龄、性别的人口,15-19岁,小计
500,广    西,3191441.0,1-5  各地区分年龄、性别的人口,15-19岁,小计
501,海    南,550785.0,1-5  各地区分年龄、性别的人口,15-19岁,小计
502,重    庆,1767082.0,1-5  各地区分年龄、性别的人口,15-19岁,小计
503,四    川,4319402.0,1-5  各地区分年龄、性别的人口,15-19岁,小计
504,贵    州,2561363.0,1-5  各地区分年龄、性别的人口,15-19岁,小计
505,云    南,2992872.0,1-5  各地区分年龄、性别的人口,15-19岁,小计
506,西    藏,234502.0,1-5  各地区分年龄、性别的人口,15-19岁,小计
507,陕    西,1785863.0,1-5  各地区分年龄、性别的人口,15-19岁,小计
508,甘    肃,1323412.0,1-5  各地区分年龄、性别的人口,15-19岁,小计
509,青    海,356682.0,1-5  各地区分年龄、性别的人口,15-19岁,小计
510,宁    夏,433094.0,1-5  各地区分年龄、性别的人口,15-19岁,小计
511,新    疆,1433468.0,1-5  各地区分年龄、性别的人口,15-19岁,小计
512,全    国,39053343.0,1-5  各地区分年龄、性别的人口,15-19岁,男
513,北    京,345715.0,1-5  各地区分年龄、性别的人口,15-19岁,男
514,天    津,338953.0,1-5  各地区分年龄、性别的人口,15-19岁,男
515,河    北,2129632.0,1-5  各地区分年龄、性别的人口,15-19岁,男
516,山    西,896160.0,1-5  各地区分年龄、性别的人口,15-19岁,男
517,内 蒙 古,523910.0,1-5  各地区分年龄、性别的人口,15-19岁,男
518,辽    宁,887252.0,1-5  各地区分年龄、性别的人口,15-19岁,男
519,吉    林,546207.0,1-5  各地区分年龄、性别的人口,15-19岁,男
520,黑 龙 江,720078.0,1-5  各地区分年龄、性别的人口,15-19岁,男
521,上    海,391803.0,1-5  各地区分年龄、性别的人口,15-19岁,男
522,江    苏,1941316.0,1-5  各地区分年龄、性别的人口,15-19岁,男
523,浙    江,1519440.0,1-5  各地区分年龄、性别的人口,15-19岁,男
524,安    徽,1777277.0,1-5  各地区分年龄、性别的人口,15-19岁,男
525,福    建,1081131.0,1-5  各地区分年龄、性别的人口,15-19岁,男
526,江    西,1719313.0,1-5  各地区分年龄、性别的人口,15-19岁,男
527,山    东,2712478.0,1-5  各地区分年龄、性别的人口,15-19岁,男
528,河    南,3466004.0,1-5  各地区分年龄、性别的人口,15-19岁,男
529,湖    北,1399553.0,1-5  各地区分年龄、性别的人口,15-19岁,男
530,湖    南,2085474.0,1-5  各地区分年龄、性别的人口,15-19岁,男
531,广    东,3556607.0,1-5  各地区分年龄、性别的人口,15-19岁,男
532,广    西,1680169.0,1-5  各地区分年龄、性别的人口,15-19岁,男
533,海    南,306260.0,1-5  各地区分年龄、性别的人口,15-19岁,男
534,重    庆,939652.0,1-5  各地区分年龄、性别的人口,15-19岁,男
535,四    川,2255617.0,1-5  各地区分年龄、性别的人口,15-19岁,男
536,贵    州,1339162.0,1-5  各地区分年龄、性别的人口,15-19岁,男
537,云    南,1562570.0,1-5  各地区分年龄、性别的人口,15-19岁,男
538,西    藏,121834.0,1-5  各地区分年龄、性别的人口,15-19岁,男
539,陕    西,962535.0,1-5  各地区分年龄、性别的人口,15-19岁,男
540,甘    肃,692101.0,1-5  各地区分年龄、性别的人口,15-19岁,男
541,青    海,183962.0,1-5  各地区分年龄、性别的人口,15-19岁,男
542,宁    夏,224272.0,1-5  各地区分年龄、性别的人口,15-19岁,男
543,新    疆,746906.0,1-5  各地区分年龄、性别的人口,15-19岁,男
544,全    国,33630797.0,1-5  各地区分年龄、性别的人口,15-19岁,女
545,北    京,287842.0,1-5  各地区分年龄、性别的人口,15-19岁,女
546,天    津,280814.0,1-5  各地区分年龄、性别的人口,15-19岁,女
547,河    北,1892869.0,1-5  各地区分年龄、性别的人口,15-19岁,女
548,山    西,834978.0,1-5  各地区分年龄、性别的人口,15-19岁,女
549,内 蒙 古,481357.0,1-5  各地区分年龄、性别的人口,15-19岁,女
550,辽    宁,798299.0,1-5  各地区分年龄、性别的人口,15-19岁,女
551,吉    林,510704.0,1-5  各地区分年龄、性别的人口,15-19岁,女
552,黑 龙 江,668733.0,1-5  各地区分年龄、性别的人口,15-19岁,女
553,上    海,318381.0,1-5  各地区分年龄、性别的人口,15-19岁,女
554,江    苏,1606142.0,1-5  各地区分年龄、性别的人口,15-19岁,女
555,浙    江,1289710.0,1-5  各地区分年龄、性别的人口,15-19岁,女
556,安    徽,1466556.0,1-5  各地区分年龄、性别的人口,15-19岁,女
557,福    建,930965.0,1-5  各地区分年龄、性别的人口,15-19岁,女
558,江    西,1382865.0,1-5  各地区分年龄、性别的人口,15-19岁,女
559,山    东,2382761.0,1-5  各地区分年龄、性别的人口,15-19岁,女
560,河    南,2857730.0,1-5  各地区分年龄、性别的人口,15-19岁,女
561,湖    北,1169310.0,1-5  各地区分年龄、性别的人口,15-19岁,女
562,湖    南,1757227.0,1-5  各地区分年龄、性别的人口,15-19岁,女
563,广    东,2778628.0,1-5  各地区分年龄、性别的人口,15-19岁,女
564,广    西,1511272.0,1-5  各地区分年龄、性别的人口,15-19岁,女
565,海    南,244525.0,1-5  各地区分年龄、性别的人口,15-19岁,女
